"","SG_UF","REGIAO","NM_MUNICIPIO","total_receita","total_beneficiarios","media_receita","tt_abstMulher","tt_aptMulher","percAbsT_Mulher","total_abstencao","total_aptos","perc_abstencao","abstFEMININA","abtMASCULINA"
"4900","SP","Sudeste","NOVA GRANADA",103504,610,169.67868852459,4354,15730,0.276795931341386,8998,31138,0.288971674481341,0.483885307846188,0.516114692153812
"4901","SP","Sudeste","NOVA GUATAPORANGA",26111,139,187.848920863309,472,2038,0.231599607458292,921,3996,0.23048048048048,0.512486427795874,0.487513572204126
"4902","SP","Sudeste","NOVA INDEPENDENCIA",71726,313,229.156549520767,417,2842,0.146727656579873,827,5518,0.149873142442914,0.504232164449819,0.495767835550181
"4903","SP","Sudeste","NOVA LUZITANIA",34439,174,197.925287356322,366,2520,0.145238095238095,741,5098,0.145351118085524,0.493927125506073,0.506072874493927
"4904","SP","Sudeste","NOVA ODESSA",130379,837,155.769414575866,9052,47054,0.192374718408637,17790,91140,0.195194206714944,0.508825182686903,0.491174817313097
"4905","SP","Sudeste","NOVAIS",27292,163,167.435582822086,715,3502,0.20416904625928,1590,7190,0.221140472878999,0.449685534591195,0.550314465408805
"4906","SP","Sudeste","NUPORANGA",42102,208,202.413461538462,1366,5906,0.231290213342364,2755,11644,0.236602542081759,0.495825771324864,0.504174228675136
"4907","SP","Sudeste","OCAUCU",60235,252,239.027777777778,423,3066,0.137964774951076,869,6136,0.141623207301173,0.486766398158803,0.513233601841197
"4908","SP","Sudeste","OLEO",21418,101,212.059405940594,645,2632,0.245060790273556,1301,5338,0.243724241288872,0.495772482705611,0.504227517294389
"4909","SP","Sudeste","OLIMPIA",356626,1977,180.387455741022,11569,42706,0.270898702758395,21998,82230,0.267517937492399,0.525911446495136,0.474088553504864
"4910","SP","Sudeste","ONDA VERDE",12469,103,121.058252427184,911,3794,0.240115972588297,1931,7664,0.251957202505219,0.471776281719316,0.528223718280684
"4911","SP","Sudeste","ORIENTE",35287,242,145.814049586777,562,4738,0.118615449556775,1166,9200,0.126739130434783,0.481989708404803,0.518010291595197
"4912","SP","Sudeste","ORINDIUVA",9915,77,128.766233766234,1047,4692,0.223145780051151,2224,9406,0.236444822453753,0.470773381294964,0.529226618705036
"4913","SP","Sudeste","ORLANDIA",121820,766,159.033942558747,7986,32182,0.248151140389037,15199,61742,0.246169544232451,0.525429304559511,0.474570695440489
"4914","SP","Sudeste","OSASCO",4101459,23823,172.163833270369,127026,603102,0.210621088970025,239358,1138954,0.210155985228552,0.530694608076605,0.469305391923395
"4915","SP","Sudeste","OSCAR BRESSANE",22253,132,168.583333333333,708,2868,0.246861924686192,1474,5494,0.268292682926829,0.480325644504749,0.519674355495251
"4916","SP","Sudeste","OSVALDO CRUZ",184520,1190,155.058823529412,6828,25748,0.265185645487028,13260,49282,0.269063755529402,0.514932126696833,0.485067873303167
"4917","SP","Sudeste","OURINHOS",367125,2223,165.148448043185,20113,83860,0.239840209873599,38611,158060,0.244280652916614,0.520913729248142,0.479086270751858
"4918","SP","Sudeste","OURO VERDE",205919,955,215.621989528796,1824,8356,0.218286261369076,3837,16534,0.232067255352607,0.475371383893667,0.524628616106333
"4919","SP","Sudeste","OUROESTE",89990,473,190.253699788584,1264,7164,0.17643774427694,2344,13560,0.172861356932153,0.539249146757679,0.460750853242321
"4920","SP","Sudeste","PACAEMBU",64854,359,180.651810584958,2688,9306,0.288845905867182,5285,18026,0.293187617885277,0.508609271523179,0.491390728476821
"4921","SP","Sudeste","PALESTINA",249913,1410,177.243262411348,3765,13902,0.270824341821321,7398,27052,0.273473310660949,0.508921330089213,0.491078669910787
"4922","SP","Sudeste","PALMARES PAULISTA",33091,233,142.021459227468,1387,7350,0.188707482993197,2854,14842,0.192292143915914,0.485984583041345,0.514015416958655
"4923","SP","Sudeste","PALMEIRA D'OESTE",74185,368,201.589673913043,2352,8226,0.285922684172137,4505,16044,0.280790326601845,0.522086570477247,0.477913429522753
"4924","SP","Sudeste","PANORAMA",152380,932,163.497854077253,2732,10938,0.249771439019931,5429,21062,0.257762795555978,0.503223429729232,0.496776570270768
"4925","SP","Sudeste","PARAGUACU PAULISTA",458073,2602,176.046502690238,9227,33952,0.27176602262017,17618,65088,0.270679695181908,0.523725735043705,0.476274264956295
"4926","SP","Sudeste","PARAIBUNA",92010,676,136.109467455621,3677,14254,0.257962677143258,7588,28896,0.262596899224806,0.484580917237744,0.515419082762256
"4927","SP","Sudeste","PARAISO",56026,307,182.495114006515,1216,7908,0.153768335862418,2548,16146,0.15780998389694,0.47723704866562,0.52276295133438
"4928","SP","Sudeste","PARANAPANEMA",129508,826,156.789346246973,3162,13770,0.22962962962963,6496,27758,0.234022624108365,0.486761083743842,0.513238916256158
"4929","SP","Sudeste","PARANAPUA",28868,193,149.575129533679,588,3106,0.189311010946555,1236,6288,0.196564885496183,0.475728155339806,0.524271844660194
"4930","SP","Sudeste","PARAPUA",114702,731,156.911080711354,2215,8698,0.25465624281444,4427,17046,0.259709022644609,0.500338829907387,0.499661170092613
"4931","SP","Sudeste","PARDINHO",22399,148,151.344594594595,922,5074,0.181710681907765,1907,10278,0.185541934228449,0.48348190875721,0.51651809124279
"4932","SP","Sudeste","PARIQUERA-ACU",123979,820,151.193902439024,3997,15152,0.263793558606125,8111,30068,0.269755221497938,0.492787572432499,0.507212427567501
"4933","SP","Sudeste","PARISI",29810,160,186.3125,554,2398,0.231025854879066,1094,4866,0.224825318536786,0.506398537477148,0.493601462522852
"4934","SP","Sudeste","PATROCINIO PAULISTA",61552,372,165.462365591398,2496,10822,0.230641286268712,5154,21566,0.238987294815914,0.484284051222352,0.515715948777648
"4935","SP","Sudeste","PAULICEIA",121958,618,197.343042071197,1509,5860,0.257508532423208,3263,11858,0.275172879068983,0.462457860864235,0.537542139135765
"4936","SP","Sudeste","PAULINIA",622163,3206,194.062071116656,15475,75658,0.204538845858997,29963,146342,0.204746415929808,0.51647031338651,0.48352968661349
"4937","SP","Sudeste","PAULISTANIA",24683,114,216.517543859649,490,1840,0.266304347826087,980,3674,0.266739248775177,0.5,0.5
"4938","SP","Sudeste","PAULO DE FARIA",57543,435,132.28275862069,1974,6704,0.29445107398568,3839,13086,0.293366957053339,0.514196405313884,0.485803594686116
"4939","SP","Sudeste","PEDERNEIRAS",253584,1659,152.853526220615,7717,33612,0.229590622396763,15045,66028,0.227857878475798,0.512927883017614,0.487072116982386
"4940","SP","Sudeste","PEDRA BELA",50062,294,170.278911564626,1286,5010,0.256686626746507,2464,10162,0.242471954339697,0.521915584415584,0.478084415584416
"4941","SP","Sudeste","PEDRANOPOLIS",6072,41,148.09756097561,255,1850,0.137837837837838,511,3754,0.13612147043154,0.499021526418787,0.500978473581213
"4942","SP","Sudeste","PEDREGULHO",203294,971,209.365602471679,1782,11136,0.160021551724138,3636,21712,0.167464996315402,0.49009900990099,0.50990099009901
"4943","SP","Sudeste","PEDREIRA",162354,1131,143.549071618037,8014,35104,0.228293072014585,15826,68738,0.230236550379703,0.50638190319727,0.49361809680273
"4944","SP","Sudeste","PEDRINHAS PAULISTA",17869,98,182.336734693878,649,2780,0.233453237410072,1329,5740,0.231533101045296,0.488337095560572,0.511662904439428
"4945","SP","Sudeste","PEDRO DE TOLEDO",184123,984,187.116869918699,2712,8116,0.334154756037457,5976,16476,0.362709395484341,0.453815261044177,0.546184738955823
"4946","SP","Sudeste","PENAPOLIS",313730,1636,191.766503667482,13179,48818,0.269961899299439,24653,92258,0.26721801903358,0.534579969983369,0.465420030016631
"4947","SP","Sudeste","PEREIRA BARRETO",74691,494,151.196356275304,6257,21322,0.293452771785011,12332,41002,0.300765816301644,0.507379176127149,0.492620823872851
"4948","SP","Sudeste","PEREIRAS",29684,186,159.591397849462,1761,6586,0.267385362890981,3706,13496,0.274599881446354,0.47517539125742,0.52482460874258
"4949","SP","Sudeste","PERUIBE",968343,5856,165.359118852459,18613,59408,0.313307971990304,35610,111704,0.318788942204397,0.522690255546195,0.477309744453805
"4950","SP","Sudeste","PIACATU",11417,96,118.927083333333,858,4700,0.182553191489362,1630,9218,0.176827945324365,0.526380368098159,0.473619631901841
"4951","SP","Sudeste","PIEDADE",241719,1670,144.741916167665,10248,42430,0.24152722130568,20296,84572,0.239984864967129,0.504927079227434,0.495072920772566
"4952","SP","Sudeste","PILAR DO SUL",111653,804,138.871890547264,4584,21736,0.210894368789106,9265,43324,0.213853753116056,0.49476524554776,0.50523475445224
"4953","SP","Sudeste","PINDAMONHANGABA",1144150,7007,163.286713286713,25905,117294,0.220855286715433,50932,226102,0.225261165314769,0.508619335584701,0.491380664415299
"4954","SP","Sudeste","PINDORAMA",56019,300,186.73,2674,11582,0.230875496460024,5389,23080,0.233492201039861,0.496195954722583,0.503804045277417
"4955","SP","Sudeste","PINHALZINHO",121530,744,163.346774193548,4428,24998,0.177134170733659,8467,48828,0.173404603915786,0.522971536553679,0.477028463446321
"4956","SP","Sudeste","PIQUEROBI",43829,232,188.918103448276,462,2832,0.163135593220339,949,5492,0.172796795338674,0.486828240252898,0.513171759747102
"4957","SP","Sudeste","PIQUETE",87508,562,155.708185053381,1428,9692,0.147338010730499,2665,18286,0.145739910313901,0.535834896810507,0.464165103189493
"4958","SP","Sudeste","PIRACAIA",181346,1149,157.829416884247,5481,22488,0.243729989327641,10818,44152,0.245017213263272,0.506655574043261,0.493344425956739
"4959","SP","Sudeste","PIRACICABA",1750313,9639,181.586575370889,66345,302636,0.219223753948638,124419,577934,0.215282367882838,0.533238492513201,0.466761507486799
"4960","SP","Sudeste","PIRAJU",284795,1229,231.729048006509,6732,24652,0.273081291578777,12764,47186,0.270503963039885,0.527420871200251,0.472579128799749
"4961","SP","Sudeste","PIRAJUI",190981,1002,190.599800399202,4741,16824,0.28179980979553,8932,32148,0.277839990046037,0.530788177339901,0.469211822660099
"4962","SP","Sudeste","PIRANGI",40151,226,177.659292035398,1860,8180,0.227383863080685,3724,16084,0.231534444168117,0.499462943071966,0.500537056928034
"4963","SP","Sudeste","PIRAPORA DO BOM JESUS",176639,853,207.079718640094,2458,12246,0.200718601992487,4929,24044,0.204999168191649,0.498681274092108,0.501318725907892
"4964","SP","Sudeste","PIRAPOZINHO",75682,580,130.486206896552,5513,21280,0.25906954887218,11088,41074,0.269951794322442,0.497204184704185,0.502795815295815
"4965","SP","Sudeste","PIRASSUNUNGA",186138,1183,157.34404057481,13592,59664,0.22780906409225,26672,115430,0.231066447197436,0.509598080383923,0.490401919616077
"4966","SP","Sudeste","PIRATININGA",50675,297,170.622895622896,1272,8886,0.143146522619851,2556,17068,0.149753925474572,0.497652582159624,0.502347417840376
"4967","SP","Sudeste","PLATINA",64402,297,216.841750841751,653,2696,0.242210682492582,1349,5556,0.242800575953924,0.484062268346924,0.515937731653076
"4968","SP","Sudeste","POA",1258417,6629,189.835118419068,21249,98636,0.21542844397583,40191,187252,0.214635891739474,0.528700455325819,0.471299544674181
"4969","SP","Sudeste","POLONI",56552,289,195.681660899654,1174,4720,0.248728813559322,2327,9096,0.255826737027265,0.504512247529007,0.495487752470993
"4970","SP","Sudeste","POMPEIA",63173,434,145.559907834101,3641,16898,0.215469286306072,7143,32654,0.218748085992528,0.509729805403892,0.490270194596108
"4971","SP","Sudeste","PONGAI",30267,153,197.823529411765,796,3156,0.252217997465146,1510,6360,0.237421383647799,0.527152317880795,0.472847682119205
"4972","SP","Sudeste","PONTAL",216972,1442,150.466019417476,6418,27724,0.231496176597894,13004,55306,0.235128195855784,0.493540449092587,0.506459550907413
"4973","SP","Sudeste","PONTALINDA",28931,175,165.32,798,3156,0.252851711026616,1843,6626,0.278146694838515,0.43298969072165,0.56701030927835
"4974","SP","Sudeste","PONTES GESTAL",13106,88,148.931818181818,598,2498,0.239391513210568,1177,4982,0.236250501806503,0.508071367884452,0.491928632115548
"4975","SP","Sudeste","POPULINA",56340,266,211.804511278195,878,3714,0.236402800215401,1793,7382,0.242888106204281,0.48968209704406,0.51031790295594
"4976","SP","Sudeste","PORANGABA",42716,281,152.014234875445,1675,6454,0.259528974279517,3353,13142,0.255136204535078,0.499552639427378,0.500447360572622
"4977","SP","Sudeste","PORTO FELIZ",163228,1055,154.718483412322,9066,41338,0.219313948425178,17629,81120,0.217320019723866,0.514266265812014,0.485733734187986
"4978","SP","Sudeste","PORTO FERREIRA",140857,931,151.296455424275,9821,43110,0.227812572488982,18820,82782,0.227344108622647,0.521838469713071,0.478161530286929
"4979","SP","Sudeste","POTIM",156689,953,164.416579223505,2747,12730,0.215789473684211,5294,24390,0.217056170561706,0.518889308651303,0.481110691348697
"4980","SP","Sudeste","POTIRENDABA",56001,368,152.176630434783,2853,12844,0.222127063220181,5734,25314,0.226514971952279,0.497558423439135,0.502441576560865
"4981","SP","Sudeste","PRACINHA",38286,196,195.336734693878,198,1266,0.156398104265403,408,2460,0.165853658536585,0.485294117647059,0.514705882352941
"4982","SP","Sudeste","PRADOPOLIS",188765,890,212.095505617978,2724,13138,0.207337494291369,5828,26508,0.219858156028369,0.467398764584763,0.532601235415237
"4983","SP","Sudeste","PRAIA GRANDE",1130780,6570,172.112633181126,60310,237604,0.253825693170149,111145,439532,0.252871235768954,0.542624499527644,0.457375500472356
"4984","SP","Sudeste","PRATANIA",97166,493,197.091277890467,1067,4308,0.247678737233055,2394,9014,0.265586864876858,0.445697577276525,0.554302422723475
"4985","SP","Sudeste","PRESIDENTE ALVES",19169,134,143.05223880597,884,3634,0.243258117776555,1723,7148,0.241046446558478,0.513058618688334,0.486941381311666
"4986","SP","Sudeste","PRESIDENTE BERNARDES",153882,1011,152.207715133531,5131,17114,0.299813018581279,10026,33844,0.296241579009573,0.511769399561141,0.488230600438859
"4987","SP","Sudeste","PRESIDENTE EPITACIO",113242,1110,102.01981981982,9677,33338,0.29026936228928,19319,63594,0.30378652074095,0.500905843987784,0.499094156012216
"4988","SP","Sudeste","PRESIDENTE PRUDENTE",792623,5388,147.108945805494,47784,183902,0.259834042044132,90722,345440,0.262627373784159,0.526707964991953,0.473292035008047
"4989","SP","Sudeste","PRESIDENTE VENCESLAU",183190,1188,154.200336700337,7921,31280,0.253228900255754,15162,58284,0.260140004117768,0.522424482258277,0.477575517741723
"4990","SP","Sudeste","PROMISSAO",184163,1201,153.341382181515,8296,29280,0.283333333333333,16185,56564,0.286136058270278,0.512573370404696,0.487426629595304
"4991","SP","Sudeste","QUADRA",45155,228,198.048245614035,740,2942,0.251529571719918,1623,6220,0.260932475884244,0.455945779420826,0.544054220579174
"4992","SP","Sudeste","QUATA",117297,646,181.574303405573,1399,9652,0.144944053046001,2961,19108,0.154961272765334,0.472475515028706,0.527524484971293
"4993","SP","Sudeste","QUEIROZ",24247,141,171.964539007092,984,3220,0.305590062111801,2162,6728,0.321343638525565,0.45513413506013,0.544865864939871
"4994","SP","Sudeste","QUELUZ",72544,414,175.227053140097,1203,6638,0.181229285929497,2370,13052,0.181581366840331,0.507594936708861,0.492405063291139
"4995","SP","Sudeste","QUINTANA",73065,382,191.269633507853,1174,5320,0.220676691729323,2366,10472,0.225935828877005,0.496196111580727,0.503803888419273
"4996","SP","Sudeste","RAFARD",73270,323,226.842105263158,1485,7608,0.19518927444795,2856,14992,0.190501600853789,0.519957983193277,0.480042016806723
"4997","SP","Sudeste","RANCHARIA",216653,1270,170.592913385827,6598,25686,0.256871447481118,13059,49612,0.263222607433685,0.505245424611379,0.494754575388621
"4998","SP","Sudeste","REDENCAO DA SERRA",71148,332,214.301204819277,926,3788,0.244456177402323,2047,8114,0.252280009859502,0.452369320957499,0.547630679042501
"4999","SP","Sudeste","REGENTE FEIJO",57755,359,160.877437325905,2231,14474,0.154138455160978,4420,27624,0.160005792064871,0.504751131221719,0.495248868778281
"5000","SP","Sudeste","REGINOPOLIS",24688,147,167.945578231293,1052,4622,0.227607096495024,1994,9094,0.219265449747086,0.527582748244734,0.472417251755266
"5001","SP","Sudeste","REGISTRO",494577,3001,164.804065311563,12957,47766,0.27125989197337,25856,92410,0.279796558813981,0.501121596534653,0.498878403465347
"5002","SP","Sudeste","RESTINGA",75594,409,184.826405867971,1632,6472,0.252163164400494,3361,13064,0.257271892222903,0.485569770901517,0.514430229098483
"5003","SP","Sudeste","RIBEIRA",62423,369,169.168021680217,738,2854,0.258584442887176,1538,5992,0.256675567423231,0.479843953185956,0.520156046814044
"5004","SP","Sudeste","RIBEIRAO BONITO",81283,353,230.263456090652,2455,9230,0.265980498374865,5074,18210,0.278638110928062,0.483839180134017,0.516160819865984
"5005","SP","Sudeste","RIBEIRAO BRANCO",221857,1640,135.278658536585,3589,14806,0.242401729028772,7717,30380,0.254015799868334,0.465077102500972,0.534922897499028
"5006","SP","Sudeste","RIBEIRAO CORRENTE",50106,293,171.01023890785,959,3946,0.243030917384693,1985,8056,0.246400198609732,0.483123425692695,0.516876574307305
"5007","SP","Sudeste","RIBEIRAO DO SUL",42829,270,158.625925925926,428,3532,0.121177802944507,872,7062,0.123477768337581,0.490825688073394,0.509174311926605
"5008","SP","Sudeste","RIBEIRAO DOS INDIOS",19307,127,152.023622047244,348,1894,0.183738120380148,658,3600,0.182777777777778,0.52887537993921,0.47112462006079
"5009","SP","Sudeste","RIBEIRAO GRANDE",69258,384,180.359375,1527,6528,0.233915441176471,3101,13460,0.23038632986627,0.492421799419542,0.507578200580458
"5010","SP","Sudeste","RIBEIRAO PIRES",502395,2990,168.02508361204,20163,93648,0.215306253203485,38683,181264,0.213406964427575,0.521236718972158,0.478763281027842
"5011","SP","Sudeste","RIBEIRAO PRETO",1352267,8437,160.278179447671,116418,476730,0.244201120130892,211100,886444,0.238142510976441,0.551482709616296,0.448517290383704
"5012","SP","Sudeste","RIFAINA",14154,94,150.574468085106,881,3732,0.236066452304394,1648,7404,0.222582387898433,0.534587378640777,0.465412621359223
"5013","SP","Sudeste","RINCAO",100215,476,210.535714285714,1878,7884,0.23820395738204,3870,15656,0.247189575881451,0.485271317829457,0.514728682170543
"5014","SP","Sudeste","RINOPOLIS",24939,176,141.698863636364,1763,7796,0.226141611082606,3709,15404,0.240781615164892,0.475330277702885,0.524669722297115
"5015","SP","Sudeste","RIO DAS PEDRAS",116078,573,202.579406631763,4880,24164,0.201953318986923,10087,48760,0.206870385561936,0.483791018142163,0.516208981857837
"5016","SP","Sudeste","RIO GRANDE DA SERRA",328197,2096,156.582538167939,7488,35706,0.209712653335574,14922,69764,0.213892552032567,0.501809408926417,0.498190591073583
"5017","SP","Sudeste","RIOLANDIA",115919,582,199.1735395189,1936,7200,0.268888888888889,4010,14400,0.278472222222222,0.482793017456359,0.517206982543641
"5018","SP","Sudeste","RIVERSUL",101795,602,169.094684385382,1251,4750,0.263368421052632,2432,9424,0.258064516129032,0.514391447368421,0.485608552631579
"5019","SP","Sudeste","ROSANA",127572,809,157.690976514215,5169,15896,0.325176144942124,11210,31504,0.355827831386491,0.461106155218555,0.538893844781445
"5020","SP","Sudeste","ROSEIRA",123723,661,187.175491679274,1847,8632,0.213971269694161,3677,16906,0.217496746717142,0.502311667119935,0.497688332880065
"5021","SP","Sudeste","RUBIACEA",28404,134,211.970149253731,321,2096,0.153148854961832,609,4106,0.148319532391622,0.527093596059113,0.472906403940887
"5022","SP","Sudeste","RUBINEIA",11893,65,182.969230769231,826,3050,0.270819672131148,1678,6094,0.275352806038727,0.492252681764005,0.507747318235995
"5023","SP","Sudeste","SABINO",48884,285,171.522807017544,1375,4840,0.284090909090909,2826,9554,0.295792338287628,0.486553432413305,0.513446567586695
"5024","SP","Sudeste","SAGRES",27225,162,168.055555555556,448,2122,0.211121583411876,906,4176,0.216954022988506,0.494481236203091,0.505518763796909
"5025","SP","Sudeste","SALES",85374,462,184.792207792208,1277,5088,0.250982704402516,2570,10134,0.253601736727847,0.496887159533074,0.503112840466926
"5026","SP","Sudeste","SALES OLIVEIRA",50427,282,178.81914893617,1552,8212,0.188991719434973,3228,16192,0.199357707509881,0.480793060718711,0.519206939281289
"5027","SP","Sudeste","SALESOPOLIS",108383,815,132.98527607362,3336,14848,0.224676724137931,7058,30404,0.232140507827917,0.472655143100028,0.527344856899972
"5028","SP","Sudeste","SALMOURAO",60112,336,178.904761904762,913,3998,0.228364182091046,1928,8212,0.234778373112518,0.473547717842324,0.526452282157676
"5029","SP","Sudeste","SALTO",446719,2270,196.792511013216,18802,91420,0.205666156202144,35965,177452,0.202674526069021,0.522786041985263,0.477213958014737
"5030","SP","Sudeste","SALTO DE PIRAPORA",245348,1507,162.805573988056,4156,29080,0.142916093535076,8065,56208,0.143484913179619,0.515313081215127,0.484686918784873
"5031","SP","Sudeste","SALTO GRANDE",66124,425,155.585882352941,816,6072,0.134387351778656,1693,11684,0.144899007189319,0.48198464264619,0.51801535735381
"5032","SP","Sudeste","SANDOVALINA",41261,223,185.026905829596,1010,3550,0.284507042253521,2115,7236,0.29228855721393,0.477541371158392,0.522458628841608
"5033","SP","Sudeste","SANTA ADELIA",109018,568,191.933098591549,3555,11946,0.297589151180311,6688,23550,0.283991507430998,0.531549043062201,0.468450956937799
"5034","SP","Sudeste","SANTA ALBERTINA",18537,141,131.468085106383,1178,4974,0.236831523924407,2345,9848,0.238119415109667,0.502345415778252,0.497654584221748
"5035","SP","Sudeste","SANTA BARBARA D'OESTE",578361,3077,187.962625934352,27968,144502,0.19354749415233,54661,280194,0.195082692705768,0.511662794314045,0.488337205685955
"5036","SP","Sudeste","SANTA BRANCA",154637,750,206.182666666667,3225,12558,0.256808408982322,6476,25098,0.258028528169575,0.497992588017295,0.502007411982705
"5037","SP","Sudeste","SANTA CLARA D'OESTE",11144,70,159.2,653,2224,0.293615107913669,1232,4414,0.279111916628908,0.530032467532468,0.469967532467532
"5038","SP","Sudeste","SANTA CRUZ DA CONCEICAO",23837,130,183.361538461538,811,3866,0.209777547853078,1620,7712,0.2100622406639,0.500617283950617,0.499382716049383
"5039","SP","Sudeste","SANTA CRUZ DA ESPERANCA",12378,74,167.27027027027,584,2106,0.277302943969611,1172,4232,0.276937618147448,0.498293515358362,0.501706484641638
"5040","SP","Sudeste","SANTA CRUZ DAS PALMEIRAS",72553,613,118.357259380098,3374,20858,0.161760475596893,7122,41784,0.170448018380241,0.473743330525133,0.526256669474867
"5041","SP","Sudeste","SANTA CRUZ DO RIO PARDO",152755,897,170.295429208473,8913,36316,0.245429012005728,16919,69834,0.242274536758599,0.526804184644483,0.473195815355517
"5042","SP","Sudeste","SANTA ERNESTINA",77636,371,209.261455525606,965,4884,0.197583947583948,2168,10184,0.212882953652789,0.445110701107011,0.554889298892989
"5043","SP","Sudeste","SANTA FE DO SUL",220273,1035,212.824154589372,7388,27122,0.272398790649657,14060,51110,0.275092936802974,0.525462304409673,0.474537695590327
"5044","SP","Sudeste","SANTA GERTRUDES",61601,362,170.168508287293,3239,17124,0.189149731371175,6531,34392,0.189898813677599,0.495942428418313,0.504057571581687
"5045","SP","Sudeste","SANTA MARIA DA SERRA",52007,310,167.764516129032,902,4140,0.217874396135266,1841,8270,0.222611850060459,0.489951113525258,0.510048886474742
"5046","SP","Sudeste","SANTA MERCEDES",31133,165,188.684848484848,771,2644,0.29160363086233,1588,5408,0.293639053254438,0.48551637279597,0.51448362720403
"5047","SP","Sudeste","SANTA RITA D'OESTE",5584,38,146.947368421053,598,2488,0.240353697749196,1189,4898,0.242752143732136,0.502943650126156,0.497056349873844
"5048","SP","Sudeste","SANTA RITA DO PASSA QUATRO",135978,764,177.98167539267,3586,20404,0.175749852970006,6603,38284,0.172474140633163,0.543086475844313,0.456913524155687
"5049","SP","Sudeste","SANTA ROSA DE VITERBO",79475,566,140.41519434629,5535,20220,0.273738872403561,10760,39264,0.274042379788101,0.514405204460966,0.485594795539034
"5050","SP","Sudeste","SANTA SALETE",5550,33,168.181818181818,371,1740,0.213218390804598,763,3598,0.212062256809339,0.486238532110092,0.513761467889908
"5051","SP","Sudeste","SANTANA DA PONTE PENSA",6528,54,120.888888888889,409,1618,0.252781211372064,842,3282,0.256550883607556,0.485748218527316,0.514251781472684
"5052","SP","Sudeste","SANTANA DE PARNAIBA",746310,3702,201.596434359805,15344,88616,0.173151575336282,29836,169350,0.176179509890759,0.514278053358359,0.485721946641641
"5053","SP","Sudeste","SANTO ANASTACIO",118395,835,141.790419161677,2750,15446,0.178039621908585,5206,29000,0.17951724137931,0.528236650019209,0.471763349980791
"5054","SP","Sudeste","SANTO ANDRE",3988614,22350,178.461476510067,133377,609648,0.218777064798047,245671,1151508,0.213347193419412,0.542909012459753,0.457090987540247
"5055","SP","Sudeste","SANTO ANTONIO DA ALEGRIA",83854,398,210.688442211055,752,5108,0.147220046985121,1510,10106,0.149416188402929,0.498013245033113,0.501986754966887
"5056","SP","Sudeste","SANTO ANTONIO DE POSSE",166307,1075,154.704186046512,3957,16940,0.233589138134593,7941,33490,0.237115556882652,0.498299962221383,0.501700037778617
"5057","SP","Sudeste","SANTO ANTONIO DO ARACANGUA",64429,342,188.388888888889,1265,6382,0.198213726104669,2517,12828,0.19621141253508,0.502582439411998,0.497417560588002
"5058","SP","Sudeste","SANTO ANTONIO DO JARDIM",21805,118,184.78813559322,1135,5194,0.218521370812476,2388,10796,0.221193034457206,0.475293132328308,0.524706867671692
"5059","SP","Sudeste","SANTO ANTONIO DO PINHAL",44915,279,160.985663082437,1495,6090,0.245484400656814,2983,12414,0.240293217335267,0.501173315454241,0.498826684545759
"5060","SP","Sudeste","SANTO EXPEDITO",19876,141,140.964539007092,660,2778,0.237580993520518,1361,5512,0.246915820029028,0.484937545922116,0.515062454077884
"5061","SP","Sudeste","SANTOPOLIS DO AGUAPEI",40485,227,178.348017621145,730,3456,0.211226851851852,1535,6784,0.226267688679245,0.47557003257329,0.52442996742671
"5062","SP","Sudeste","SANTOS",1572204,7880,199.518274111675,93052,378990,0.245526267183831,161389,687516,0.234742173273058,0.576569654685264,0.423430345314736
"5063","SP","Sudeste","SAO BENTO DO SAPUCAI",77185,457,168.894967177243,2502,9472,0.264146959459459,4813,18762,0.256529154674342,0.519842094327862,0.480157905672138
"5064","SP","Sudeste","SAO BERNARDO DO CAMPO",4109310,23113,177.792151602994,132352,660184,0.200477442652351,248515,1241964,0.200098392546,0.53257147455888,0.46742852544112
"5065","SP","Sudeste","SAO CAETANO DO SUL",161641,1010,160.040594059406,26268,150036,0.175077981284492,45599,272056,0.167608874643456,0.576065264589136,0.423934735410864
"5066","SP","Sudeste","SAO JOAO DA BOA VISTA",109750,816,134.497549019608,16793,72468,0.231729866975769,31461,138008,0.227965045504608,0.533771971647437,0.466228028352563
"5067","SP","Sudeste","SAO JOAO DAS DUAS PONTES",8887,52,170.903846153846,609,2394,0.254385964912281,1259,4792,0.262729549248748,0.483717235901509,0.516282764098491
"5068","SP","Sudeste","SAO JOAO DE IRACEMA",8869,52,170.557692307692,250,1552,0.161082474226804,540,3046,0.177281680892974,0.462962962962963,0.537037037037037
"5069","SP","Sudeste","SAO JOAO DO PAU D'ALHO",20173,101,199.732673267327,403,2006,0.200897308075773,814,4056,0.20069033530572,0.495085995085995,0.504914004914005
"5070","SP","Sudeste","SAO JOAQUIM DA BARRA",64179,532,120.637218045113,9617,37432,0.25691921350716,18510,72560,0.255099228224917,0.51955699621826,0.48044300378174
"5071","SP","Sudeste","SAO JOSE DA BELA VISTA",159831,674,237.137982195846,2032,6954,0.292205924647685,4309,14174,0.304007337378298,0.47157113019262,0.52842886980738
"5072","SP","Sudeste","SAO JOSE DO BARREIRO",61096,363,168.308539944904,877,3518,0.249289368959636,1804,7266,0.248279658684283,0.486141906873614,0.513858093126386
"5073","SP","Sudeste","SAO JOSE DO RIO PARDO",417398,1890,220.845502645503,11021,43376,0.254080597565474,21152,83232,0.254133025759323,0.521038199697428,0.478961800302572
