"","SG_UF","REGIAO","NM_MUNICIPIO","total_receita","total_beneficiarios","media_receita","tt_abstMulher","tt_aptMulher","percAbsT_Mulher","total_abstencao","total_aptos","perc_abstencao","abstFEMININA","abtMASCULINA"
"356","BA","Nordeste","ILHEUS",2664609,18033,147.762934619864,19373,127836,0.151545730467161,36298,233560,0.155411885596849,0.533720866163425,0.466279133836575
"357","BA","Nordeste","INHAMBUPE",892502,5590,159.660465116279,6406,26772,0.239279844613776,13164,51730,0.254475159481925,0.486630203585536,0.513369796414464
"358","BA","Nordeste","IPECAETA",549252,2278,241.111501316945,2785,13890,0.200503959683225,5247,26498,0.198014944524115,0.530779493043644,0.469220506956356
"359","BA","Nordeste","IPIAU",1415368,7787,181.760369847181,7262,32424,0.223969898840365,13718,59782,0.229467063664648,0.529377460271177,0.470622539728823
"360","BA","Nordeste","IPIRA",1270463,7743,164.078909983211,628,3730,0.168364611260054,1200,7362,0.162999185004075,0.523333333333333,0.476666666666667
"361","BA","Nordeste","IPIRA",1270463,7743,164.078909983211,628,3730,0.168364611260054,16192,87148,0.185798870886308,0.0387845849802372,0.961215415019763
"362","BA","Nordeste","IPIRA",1270463,7743,164.078909983211,8393,45848,0.183061420345489,1200,7362,0.162999185004075,6.99416666666667,-5.99416666666667
"363","BA","Nordeste","IPIRA",1270463,7743,164.078909983211,8393,45848,0.183061420345489,16192,87148,0.185798870886308,0.518342391304348,0.481657608695652
"364","BA","Nordeste","IPUPIARA",397605,1561,254.711723254324,1898,7708,0.246237675142709,3722,15608,0.238467452588416,0.509940891993552,0.490059108006448
"365","BA","Nordeste","IRAJUBA",306960,1247,246.158781074579,1083,5074,0.21344107213244,2202,10098,0.218062982768865,0.491825613079019,0.508174386920981
"366","BA","Nordeste","IRAMAIA",448184,2054,218.200584225901,2695,8444,0.319161534817622,5633,17398,0.32377284745373,0.478430676371383,0.521569323628617
"367","BA","Nordeste","IRAQUARA",903027,4297,210.152897370258,3436,17348,0.198063177311506,6926,33246,0.208325813631715,0.496101645971701,0.503898354028299
"368","BA","Nordeste","IRARA",1624347,6129,265.026431718062,6034,24950,0.24184368737475,11921,46964,0.253832722936717,0.506165590135056,0.493834409864944
"369","BA","Nordeste","IRECE",1771394,9773,181.253862682902,7221,49052,0.147211122889994,12944,88164,0.14681729504106,0.557864647713226,0.442135352286774
"370","BA","Nordeste","ITABELA",1408791,5519,255.262003986229,6771,22750,0.297626373626374,13839,44864,0.308465584878745,0.489269455885541,0.510730544114459
"371","BA","Nordeste","ITABERABA",1358074,8878,152.970714124803,9907,45830,0.216168448614445,18771,84692,0.221638407405658,0.527782217250013,0.472217782749987
"372","BA","Nordeste","ITABUNA",2394460,16304,146.863346418057,42105,167868,0.250822074487097,79817,308946,0.258352592362419,0.52751920017039,0.47248079982961
"373","BA","Nordeste","ITACARE",720279,3782,190.449233209942,4056,14822,0.273647281068682,8780,30244,0.2903055151435,0.461958997722096,0.538041002277904
"374","BA","Nordeste","ITAETE",860015,3575,240.563636363636,3105,10778,0.288086843570236,6288,21426,0.293475217026043,0.493797709923664,0.506202290076336
"375","BA","Nordeste","ITAGI",576388,2248,256.400355871886,2135,9728,0.219469572368421,4322,19092,0.226377540331029,0.493984266543267,0.506015733456733
"376","BA","Nordeste","ITAGIBA",406077,2523,160.950059453032,2870,11164,0.257076316732354,5738,22082,0.259849651299701,0.500174276751481,0.499825723248519
"377","BA","Nordeste","ITAGIMIRIM",181051,1097,165.0419325433,1315,5808,0.226411845730028,2621,11392,0.230073735955056,0.501716901945822,0.498283098054178
"378","BA","Nordeste","ITAGUACU DA BAHIA",476589,2281,208.938623410785,2177,9328,0.233383361921098,5028,19308,0.260410192666252,0.432975338106603,0.567024661893397
"379","BA","Nordeste","ITAJU DO COLONIA",264544,1261,209.78905630452,1522,5136,0.296339563862928,3162,10204,0.309878479027832,0.481340923466161,0.518659076533839
"380","BA","Nordeste","ITAJUIPE",475664,2830,168.079151943463,4591,17388,0.264032666206579,9697,34006,0.285155560783391,0.473445395483139,0.526554604516861
"381","BA","Nordeste","ITAMARAJU",1676589,8914,188.084922593673,12477,46386,0.268982020437201,24232,88654,0.273332280551357,0.514897655992077,0.485102344007923
"382","BA","Nordeste","ITAMARI",283469,1521,186.370151216305,1764,6336,0.278409090909091,3819,12880,0.296506211180124,0.461901021209741,0.538098978790259
"383","BA","Nordeste","ITAMBE",1576157,8429,186.992169889667,11032,47696,0.23129822207313,22349,92562,0.241448974741255,0.493623875788626,0.506376124211374
"384","BA","Nordeste","ITANAGRA",251043,1297,193.5566692367,1411,5408,0.260909763313609,3102,11174,0.277608734562377,0.454867827208253,0.545132172791747
"385","BA","Nordeste","ITANHEM",444055,2573,172.582588418189,5054,15766,0.320563237346188,10140,31820,0.318667504714016,0.498422090729783,0.501577909270217
"386","BA","Nordeste","ITAPARICA",1091256,4375,249.429942857143,3121,17802,0.175317380069655,5849,33198,0.176185312368215,0.533595486407933,0.466404513592067
"387","BA","Nordeste","ITAPE",370136,1733,213.581073283324,2752,9574,0.287445163985795,5892,19094,0.308578611082015,0.467073998642227,0.532926001357773
"388","BA","Nordeste","ITAPEBI",285466,1881,151.762892078682,1551,7428,0.208804523424879,3318,14732,0.225224002172142,0.46745027124774,0.53254972875226
"389","BA","Nordeste","ITAPETINGA",931774,5822,160.043627619375,12256,49416,0.248016836652096,23287,93116,0.2500859143434,0.526302228711298,0.473697771288702
"390","BA","Nordeste","ITAPICURU",1130869,6392,176.919430538173,6578,22878,0.287525133315849,14557,46518,0.312932628229933,0.451878821185684,0.548121178814316
"391","BA","Nordeste","ITAPITANGA",191226,1095,174.635616438356,2269,6586,0.34451867597935,4742,13152,0.360553527980535,0.478490088570224,0.521509911429777
"392","BA","Nordeste","ITAQUARA",225343,1324,170.198640483384,1479,6260,0.236261980830671,2880,12344,0.233311730395334,0.513541666666667,0.486458333333333
"393","BA","Nordeste","ITARANTIM",453483,2428,186.772240527183,4144,14102,0.293859027088356,8376,28340,0.295553987297107,0.494746895893028,0.505253104106972
"394","BA","Nordeste","ITATIM",521516,2803,186.056368176953,2606,11702,0.22269697487609,5389,23146,0.232826406290504,0.483577658192615,0.516422341807385
"395","BA","Nordeste","ITIRUCU",392101,2280,171.974122807018,2911,9822,0.296375483608226,5536,18624,0.297250859106529,0.525830924855491,0.474169075144509
"396","BA","Nordeste","ITIUBA",1285097,6118,210.051814318405,9076,29240,0.310396716826265,18251,58450,0.312249786142002,0.497287819845488,0.502712180154512
"397","BA","Nordeste","ITORORO",499605,2725,183.34128440367,5342,16896,0.316169507575758,10512,32968,0.318854646930357,0.508181126331811,0.491818873668189
"398","BA","Nordeste","ITUACU",414288,2627,157.70384468976,3289,14796,0.222289808056231,6279,29198,0.215048975957257,0.523809523809524,0.476190476190476
"399","BA","Nordeste","ITUBERA",810241,4368,185.494734432234,6017,19864,0.30290978654853,12153,38516,0.315531207809741,0.49510408952522,0.50489591047478
"400","BA","Nordeste","IUIU",377916,1833,206.17348608838,1927,8136,0.236848574237955,4340,16804,0.258271840038086,0.444009216589862,0.555990783410138
"401","BA","Nordeste","JABORANDI",424784,2223,191.085919928025,3109,13132,0.236749923850137,6038,26520,0.227677224736048,0.514905597880093,0.485094402119907
"402","BA","Nordeste","JACARACI",395049,2243,176.125278644672,3418,11644,0.293541738234284,7190,24002,0.299558370135822,0.47538247566064,0.52461752433936
"403","BA","Nordeste","JACOBINA",1605918,10629,151.088343211967,9716,58874,0.165030403913442,17658,107218,0.164692495663042,0.55023218937592,0.44976781062408
"404","BA","Nordeste","JAGUAQUARA",570336,4362,130.751031636864,7663,34900,0.219570200573066,14391,65230,0.220619346926261,0.532485581266069,0.467514418733931
"405","BA","Nordeste","JAGUARARI",683715,4154,164.591959557053,4670,22210,0.210265646105358,9701,44196,0.219499502217395,0.481393670755592,0.518606329244408
"406","BA","Nordeste","JAGUARIPE",845889,3768,224.492834394904,2873,13188,0.217849560206248,5878,26078,0.225400720914181,0.488771691051378,0.511228308948622
"407","BA","Nordeste","JANDAIRA",506237,3015,167.906135986733,3206,13300,0.241052631578947,6677,26856,0.248622281799225,0.48015575857421,0.51984424142579
"408","BA","Nordeste","JEQUIE",2267559,13387,169.385149772167,15492,113220,0.136830948595654,30135,210554,0.143122429400534,0.514086610253858,0.485913389746142
"409","BA","Nordeste","JEREMOABO",1111486,7481,148.574522122711,6745,27268,0.247359542320669,13802,53476,0.258097090283492,0.48869729024779,0.51130270975221
"410","BA","Nordeste","JIQUIRICA",546535,2534,215.680741910024,2804,10668,0.262842144731909,5885,21404,0.274948607736872,0.476465590484282,0.523534409515718
"411","BA","Nordeste","JITAUNA",525139,2798,187.683702644746,2352,11386,0.20656947128052,4846,22214,0.218150715764833,0.48534874122988,0.51465125877012
"412","BA","Nordeste","JOAO DOURADO",539335,3546,152.096728708404,4263,18362,0.232164252260102,9204,35742,0.257512170555649,0.463168187744459,0.536831812255541
"413","BA","Nordeste","JUAZEIRO",4916682,27458,179.061912739457,18882,150826,0.125190617002374,36603,280962,0.130277404061759,0.515859355790509,0.484140644209491
"414","BA","Nordeste","JUCURUCU",319914,1594,200.69887076537,2245,7436,0.301909628832706,4785,15920,0.300565326633166,0.469174503657262,0.530825496342738
"415","BA","Nordeste","JUSSARA",702885,4024,174.673210735586,6385,31430,0.20314985682469,13158,61686,0.213306098628538,0.485256117951056,0.514743882048944
"416","BA","Nordeste","JUSSARI",259256,1338,193.763826606876,1610,4814,0.334441213128376,3398,9808,0.346451876019576,0.473808122424956,0.526191877575044
"417","BA","Nordeste","JUSSIAPE",140652,1046,134.466539196941,1780,6866,0.259248470725313,3551,13350,0.265992509363296,0.501267248662349,0.498732751337651
"418","BA","Nordeste","LAFAIETE COUTINHO",118219,616,191.913961038961,502,3482,0.144170017231476,1028,7064,0.145526613816535,0.488326848249027,0.511673151750973
"419","BA","Nordeste","LAGOA REAL",381824,1777,214.870005627462,2372,10080,0.23531746031746,5388,20942,0.257282016999332,0.440237564959169,0.559762435040831
"420","BA","Nordeste","LAJE",662693,3532,187.625424688562,4471,19392,0.23055899339934,8980,38076,0.235844101271142,0.497884187082405,0.502115812917595
"421","BA","Nordeste","LAJEDAO",103832,666,155.903903903904,1506,4690,0.321108742004264,3245,9642,0.336548433934868,0.464098613251156,0.535901386748844
"422","BA","Nordeste","LAJEDINHO",146802,679,216.20324005891,743,3130,0.237380191693291,1598,6470,0.246986089644513,0.464956195244055,0.535043804755945
"423","BA","Nordeste","LAJEDO DO TABOCAL",291094,1532,190.009138381201,1600,6298,0.2540489044141,3302,12434,0.265562168248351,0.484554815263477,0.515445184736523
"424","BA","Nordeste","LAMARAO",492314,1972,249.652129817444,2385,7908,0.301593323216995,5301,15774,0.336059338151388,0.449915110356537,0.550084889643463
"425","BA","Nordeste","LAPAO",665195,4499,147.853967548344,4654,21670,0.214766958929395,9841,42622,0.230890150626437,0.472919418758256,0.527080581241744
"426","BA","Nordeste","LAURO DE FREITAS",2553618,13596,187.821270962048,25227,140226,0.179902443198836,49468,258216,0.191576044861666,0.509966038651249,0.490033961348751
"427","BA","Nordeste","LENCOIS",311678,1506,206.957503320053,2175,7840,0.277423469387755,4372,15204,0.287555906340437,0.497483989021043,0.502516010978957
"428","BA","Nordeste","LICINIO DE ALMEIDA",231507,1534,150.917209908735,1832,9170,0.199781897491821,4073,18560,0.219450431034483,0.449791308617726,0.550208691382273
"429","BA","Nordeste","LIVRAMENTO DE NOSSA SENHORA",753442,5112,147.386932707355,8185,33560,0.243891537544696,16266,67142,0.242262667182985,0.503196852330014,0.496803147669986
"430","BA","Nordeste","LUIS EDUARDO MAGALHAES",1760377,9329,188.699431879087,12012,54772,0.219309136054919,24586,106188,0.23153275323012,0.488570731310502,0.511429268689498
"431","BA","Nordeste","MACAJUBA",404922,1910,212.001047120419,3413,9860,0.346146044624746,6867,19544,0.351361031518625,0.497014708023882,0.502985291976118
"432","BA","Nordeste","MACARANI",549751,2646,207.766817838246,4418,13894,0.317978983733986,8914,27504,0.324098312972659,0.495624859771147,0.504375140228853
"433","BA","Nordeste","MACAUBAS",906089,5676,159.635130373502,10080,33988,0.296575261857126,20848,67600,0.308402366863905,0.483499616270146,0.516500383729854
"434","BA","Nordeste","MACURURE",429125,1611,266.37181874612,2006,6680,0.300299401197605,3875,13058,0.296752948384132,0.517677419354839,0.482322580645161
"435","BA","Nordeste","MADRE DE DEUS",357334,2091,170.89143950263,1803,15464,0.11659337816865,3713,28992,0.128069812362031,0.485591166172906,0.514408833827094
"436","BA","Nordeste","MAETINGA",327049,1357,241.008843036109,2487,6756,0.368117229129663,5181,13580,0.381516936671576,0.480023161551824,0.519976838448176
"437","BA","Nordeste","MAIQUINIQUE",329374,1551,212.362346872985,2023,7260,0.278650137741047,4178,14574,0.286674900507754,0.484202967927238,0.515797032072762
"438","BA","Nordeste","MAIRI",682035,3847,177.290096178841,4610,15020,0.306924101198402,8886,28724,0.309358028129787,0.518793607922575,0.481206392077425
"439","BA","Nordeste","MALHADA",620201,2904,213.567837465565,3461,12684,0.272863450015768,7412,26068,0.284333282185054,0.466945493793848,0.533054506206152
"440","BA","Nordeste","MALHADA DE PEDRAS",154331,1084,142.371771217712,928,6582,0.140990580370708,2147,13452,0.159604519774011,0.432231020027946,0.567768979972054
"441","BA","Nordeste","MANOEL VITORINO",492849,2689,183.28337671997,2226,11770,0.189124893797791,4529,23238,0.194896290558568,0.491499227202473,0.508500772797527
"442","BA","Nordeste","MANSIDAO",648374,2438,265.945036915504,3501,9312,0.375966494845361,7237,19388,0.373272127088921,0.483763990603841,0.516236009396159
"443","BA","Nordeste","MARACAS",539420,3335,161.745127436282,6463,22054,0.293053414346604,13031,42916,0.30363966818902,0.495971145729414,0.504028854270586
"444","BA","Nordeste","MARAGOGIPE",1474644,9479,155.569574849668,7588,33642,0.22555139409072,15202,65150,0.233338449731389,0.499144849361926,0.500855150638074
"445","BA","Nordeste","MARAU",812727,4567,177.956426538209,5130,31844,0.16109785202864,10191,61954,0.164493010943603,0.503385340005888,0.496614659994112
"446","BA","Nordeste","MARAU",812727,4567,177.956426538209,5130,31844,0.16109785202864,8121,25872,0.31389146567718,0.631695603989656,0.368304396010344
"447","BA","Nordeste","MARAU",812727,4567,177.956426538209,3600,12312,0.292397660818713,10191,61954,0.164493010943603,0.35325287017957,0.64674712982043
"448","BA","Nordeste","MARAU",812727,4567,177.956426538209,3600,12312,0.292397660818713,8121,25872,0.31389146567718,0.443295160694496,0.556704839305504
"449","BA","Nordeste","MARCIONILIO SOUZA",521600,2204,236.660617059891,2317,7760,0.298582474226804,4664,15406,0.302739192522394,0.496783876500858,0.503216123499142
"450","BA","Nordeste","MASCOTE",400802,2533,158.232135807343,2808,9086,0.309046885318072,5889,18056,0.326151971643775,0.47682119205298,0.52317880794702
"451","BA","Nordeste","MATA DE SAO JOAO",851266,5490,155.057559198543,8237,40910,0.201344414568565,16996,79276,0.214390231595943,0.484643445516592,0.515356554483408
"452","BA","Nordeste","MATINA",535928,2252,237.978685612789,1935,8966,0.215815302252956,4348,17974,0.241904973851118,0.445032198712052,0.554967801287948
"453","BA","Nordeste","MEDEIROS NETO",408262,2728,149.656158357771,5290,18460,0.286565547128927,10626,36884,0.288092397787659,0.497835497835498,0.502164502164502
"454","BA","Nordeste","MIGUEL CALMON",736529,4085,180.300856793146,6672,22256,0.299784327821711,13084,43080,0.303714020427112,0.50993579944971,0.49006420055029
"455","BA","Nordeste","MIRANGABA",543586,3400,159.878235294118,1918,11230,0.170792520035619,3773,21468,0.175749953419042,0.50834879406308,0.49165120593692
"456","BA","Nordeste","MIRANTE",235773,1537,153.398178269356,2191,7354,0.297933097633941,4603,15058,0.305684685881259,0.475993917010645,0.524006082989355
"457","BA","Nordeste","MONTE SANTO",2272687,9583,237.158196806845,12528,42488,0.294859725098851,26244,86240,0.304313543599258,0.477366255144033,0.522633744855967
"458","BA","Nordeste","MORPARA",401189,1801,222.75902276513,2039,7046,0.289384047686631,4095,14430,0.283783783783784,0.497924297924298,0.502075702075702
"459","BA","Nordeste","MORRO DO CHAPEU",879125,4877,180.259380766865,5635,24506,0.229943687260263,11560,48050,0.240582726326743,0.487456747404844,0.512543252595156
"460","BA","Nordeste","MORTUGABA",206177,1295,159.210038610039,2785,9796,0.284299714169049,5639,19044,0.296103759714346,0.493881893952828,0.506118106047172
"461","BA","Nordeste","MUCUGE",373067,1674,222.859617682198,2141,9004,0.23778320746335,4064,17718,0.229371260864657,0.526820866141732,0.473179133858268
"462","BA","Nordeste","MUCURI",587133,3437,170.827174861798,9172,27932,0.328368895890019,18921,55770,0.339268423883809,0.484752391522647,0.515247608477353
"463","BA","Nordeste","MULUNGU DO MORRO",604404,2824,214.024079320113,2618,10838,0.24155748293043,5369,21058,0.254962484566436,0.48761408083442,0.51238591916558
"464","BA","Nordeste","MUNDO NOVO",1167613,5941,196.534758458172,9230,35146,0.262618790189495,18521,67646,0.27379298110753,0.49835322066843,0.50164677933157
"465","BA","Nordeste","MUNIZ FERREIRA",193959,1303,148.855717574827,1123,7094,0.158302791091063,2172,13864,0.15666474321985,0.517034990791897,0.482965009208103
"466","BA","Nordeste","MURITIBA",1285724,5977,215.111929061402,3873,22880,0.169274475524476,7831,42208,0.185533548142532,0.494572851487677,0.505427148512323
"467","BA","Nordeste","MUTUIPE",579596,3018,192.046388336647,5013,18668,0.268534390400686,9860,36048,0.27352418996893,0.50841784989858,0.49158215010142
"468","BA","Nordeste","NAZARE",659745,3803,173.480147252169,5431,26362,0.206016235490479,10728,50214,0.213645596845501,0.506245339299031,0.493754660700969
"469","BA","Nordeste","NILO PECANHA",442781,2541,174.254624163715,2181,9084,0.240092470277411,4315,17708,0.243675175062119,0.505446118192352,0.494553881807648
"470","BA","Nordeste","NORDESTINA",548701,2179,251.813217072051,3246,10040,0.323306772908367,6709,20758,0.32320069370845,0.483827694142197,0.516172305857803
"471","BA","Nordeste","NOVA CANAA",413813,2710,152.69852398524,4002,12092,0.330962619913993,8244,24388,0.338035099229129,0.485443959243086,0.514556040756914
"472","BA","Nordeste","NOVA FATIMA",327005,1873,174.588894821143,3208,13998,0.229175596513788,6586,27184,0.242274867569158,0.487093835408442,0.512906164591558
"473","BA","Nordeste","NOVA IBIA",191773,987,194.298885511651,1609,5164,0.311580170410534,3307,10592,0.312216767371601,0.486543695192017,0.513456304807983
"474","BA","Nordeste","NOVA ITARANA",291343,1729,168.503759398496,1502,5784,0.259681881051176,3003,11296,0.265846317280453,0.5001665001665,0.4998334998335
"475","BA","Nordeste","NOVA REDENCAO",361193,1524,237.003280839895,1598,6128,0.260770234986945,3229,12314,0.262221861296086,0.494890058841747,0.505109941158253
"476","BA","Nordeste","NOVA SOURE",1118563,4632,241.485967184801,5346,20490,0.26090775988287,11312,40400,0.28,0.472595473833098,0.527404526166902
"477","BA","Nordeste","NOVA VICOSA",968895,5253,184.44603083952,8921,29632,0.301059665226782,17949,58128,0.308784062758051,0.497019332553346,0.502980667446654
"478","BA","Nordeste","NOVO HORIZONTE",581343,2989,194.494145199063,9136,40258,0.226936261115803,17455,79256,0.220235691934995,0.523403036379261,0.476596963620739
"479","BA","Nordeste","NOVO TRIUNFO",434686,1936,224.527892561983,2810,8266,0.339946769900798,5546,16094,0.344600472225674,0.506671474936891,0.493328525063109
"480","BA","Nordeste","OLINDINA",1017721,4683,217.322442878497,6267,20470,0.306155349291646,13100,40262,0.325368834136407,0.478396946564886,0.521603053435114
"481","BA","Nordeste","OLIVEIRA DOS BREJINHOS",792794,3823,207.374836515825,4314,16286,0.26489008964755,8758,33114,0.264480280244006,0.492578214204156,0.507421785795844
"482","BA","Nordeste","OURICANGAS",292312,1693,172.659184878913,1789,6854,0.261015465421652,3786,13544,0.279533372711164,0.472530375066033,0.527469624933967
"483","BA","Nordeste","OUROLANDIA",594069,3325,178.667368421053,1979,12170,0.162612982744454,3924,23784,0.164984863773966,0.504332313965342,0.495667686034658
"484","BA","Nordeste","PALMAS DE MONTE ALTO",762981,3592,212.411191536748,3702,17078,0.21677011359644,8061,34184,0.235812075824947,0.459248232229252,0.540751767770748
"485","BA","Nordeste","PALMEIRAS",379741,1626,233.543050430504,1492,6788,0.219799646434885,2982,13338,0.223571749887539,0.500335345405768,0.499664654594232
"486","BA","Nordeste","PARAMIRIM",497359,2967,167.630266262218,4669,16710,0.279413524835428,9358,32798,0.285322275748521,0.49893139559735,0.50106860440265
"487","BA","Nordeste","PARATINGA",1456016,8283,175.783653265725,5678,22542,0.251885369532428,11788,45278,0.260347188480057,0.481676280963692,0.518323719036308
"488","BA","Nordeste","PARIPIRANGA",974371,4699,207.357097254735,4764,22998,0.207148447691104,8594,43538,0.197390785061326,0.554340237374913,0.445659762625087
"489","BA","Nordeste","PAU BRASIL",406976,2538,160.353033884949,1966,7236,0.271697070204533,4045,14418,0.280552087668193,0.486032138442522,0.513967861557478
"490","BA","Nordeste","PAULO AFONSO",2772601,13526,204.983069643649,19350,86476,0.223761506082613,40810,162358,0.251358109855997,0.474148493016418,0.525851506983583
"491","BA","Nordeste","PE DE SERRA",580769,2898,200.403381642512,2399,11480,0.20897212543554,5092,22494,0.226371476838268,0.471131186174391,0.528868813825609
"492","BA","Nordeste","PEDRAO",349756,1518,230.405797101449,1530,5842,0.261896610749743,3246,11948,0.271677268162035,0.471349353049908,0.528650646950092
"493","BA","Nordeste","PEDRO ALEXANDRE",697694,2790,250.069534050179,2548,9544,0.266974015088013,5392,19184,0.281067556296914,0.472551928783383,0.527448071216617
"494","BA","Nordeste","PIATA",579567,2507,231.17949740726,4994,17090,0.292217671152721,9588,32918,0.291269214411568,0.520859407592824,0.479140592407176
"495","BA","Nordeste","PILAO ARCADO",1952135,6458,302.281666150511,6558,25312,0.259086599241466,13066,50994,0.256226222692866,0.50191336292668,0.49808663707332
"496","BA","Nordeste","PINDAI",478771,2368,202.183699324324,2554,12282,0.207946588503501,5352,24732,0.216399805919457,0.477204783258595,0.522795216741405
"497","BA","Nordeste","PINDOBACU",518129,2937,176.414368403132,3618,14926,0.242395819375586,7595,29490,0.25754493048491,0.476366030283081,0.523633969716919
"498","BA","Nordeste","PINTADAS",365343,1431,255.30607966457,1437,8132,0.176709296606001,3017,15838,0.190491223639348,0.476300961219755,0.523699038780245
"499","BA","Nordeste","PIRAI DO NORTE",205568,1229,167.26444263629,1249,6114,0.204285246974158,2609,12606,0.206964937331429,0.478727481793791,0.521272518206209
"500","BA","Nordeste","PIRIPA",373086,1807,206.467072495849,3482,9286,0.374973077751454,6819,18194,0.374793888094976,0.510632057486435,0.489367942513565
"501","BA","Nordeste","PIRITIBA",1013808,4371,231.939601921757,3704,14072,0.263217737350767,7356,27440,0.268075801749271,0.503534529635672,0.496465470364328
"502","BA","Nordeste","PLANALTINO",295279,1285,229.789105058366,1490,6374,0.233762158770003,3272,13132,0.249162351507767,0.455378973105134,0.544621026894865
"503","BA","Nordeste","POCOES",1375835,7501,183.420210638582,11224,37590,0.298590050545358,22210,71588,0.310247527518579,0.505357946870779,0.494642053129221
"504","BA","Nordeste","POJUCA",714557,4100,174.282195121951,5290,28546,0.185314930287956,10578,53624,0.197262419812024,0.500094535829079,0.499905464170921
"505","BA","Nordeste","PONTO NOVO",878226,3900,225.186153846154,4038,13156,0.306932198236546,8558,26368,0.324560072815534,0.471839214769806,0.528160785230194
"506","BA","Nordeste","PORTO SEGURO",1785088,11356,157.193377949982,16779,94980,0.176658243840809,31006,176634,0.175538118369057,0.541153325162872,0.458846674837128
"507","BA","Nordeste","POTIRAGUA",399095,2498,159.76581265012,2902,8448,0.343513257575758,6500,17654,0.368188512518409,0.446461538461538,0.553538461538462
"508","BA","Nordeste","PRADO",823625,4285,192.211201866978,6993,21732,0.321783545002761,14259,42828,0.33293639674979,0.490427098674521,0.509572901325479
"509","BA","Nordeste","PRESIDENTE DUTRA",1374011,7288,188.530598243688,5535,37604,0.147191788107648,11225,70312,0.1596455797019,0.493095768374165,0.506904231625835
"510","BA","Nordeste","PRESIDENTE JANIO QUADROS",668131,2751,242.868411486732,4429,11204,0.395305248125669,8956,22826,0.392359589941295,0.49452880750335,0.50547119249665
"511","BA","Nordeste","PRESIDENTE TANCREDO NEVES",942240,5053,186.471403126855,4469,19904,0.224527733118971,9392,39540,0.237531613555893,0.475830494037479,0.524169505962521
"512","BA","Nordeste","QUEIMADAS",2193585,11574,189.526956972525,9884,53374,0.185183797354517,19616,103440,0.189636504253674,0.503874388254486,0.496125611745514
"513","BA","Nordeste","QUIXABEIRA",388902,1854,209.763754045307,2049,8100,0.252962962962963,4382,16196,0.270560632254878,0.467594705613875,0.532405294386125
"514","BA","Nordeste","RAFAEL JAMBEIRO",868270,3801,228.431991581163,5259,18576,0.283107235142119,10675,35268,0.302682318248837,0.492646370023419,0.507353629976581
"515","BA","Nordeste","REMANSO",1272824,7146,178.116988525049,8131,31310,0.259693388693708,15665,60498,0.258934179642302,0.519055218640281,0.480944781359719
"516","BA","Nordeste","RETIROLANDIA",514975,2546,202.268263943441,2384,12102,0.196992232688812,5038,23638,0.213131398595482,0.473203652242954,0.526796347757046
"517","BA","Nordeste","RIACHAO DAS NEVES",1314664,4778,275.149434910004,4779,17994,0.265588529509837,10093,36890,0.273597180807807,0.47349648271079,0.52650351728921
"518","BA","Nordeste","RIACHAO DO JACUIPE",708470,4891,144.851768554488,4521,27240,0.165969162995595,9144,51772,0.176620567101908,0.494422572178478,0.505577427821522
"519","BA","Nordeste","RIACHO DE SANTANA",1296084,5704,227.223702664797,6140,27068,0.226836116447466,13114,54278,0.241608017981503,0.468201921610493,0.531798078389507
"520","BA","Nordeste","RIBEIRA DO AMPARO",722723,3594,201.091541457986,3281,11794,0.278192301170086,7060,23926,0.295076485831313,0.464730878186969,0.535269121813031
"521","BA","Nordeste","RIBEIRA DO POMBAL",1226211,7492,163.669380672718,6974,39758,0.175411237989839,13082,75276,0.173787130028163,0.533098914539061,0.466901085460939
"522","BA","Nordeste","RIBEIRAO DO LARGO",461229,1630,282.962576687117,1815,7350,0.246938775510204,3746,15120,0.247751322751323,0.484516817939135,0.515483182060865
"523","BA","Nordeste","RIO DE CONTAS",284517,1868,152.311027837259,3229,12302,0.262477645911234,6422,23844,0.269334004361684,0.502802865151043,0.497197134848957
"524","BA","Nordeste","RIO DO ANTONIO",410588,2299,178.59417137886,3216,11156,0.288275367515238,6805,22458,0.303010063229139,0.472593681116826,0.527406318883174
"525","BA","Nordeste","RIO DO PIRES",196763,1268,155.175867507886,3920,10178,0.385144429160935,7709,20118,0.383189183815489,0.508496562459463,0.491503437540537
"526","BA","Nordeste","RIO REAL",1009369,5989,168.537151444315,7704,30080,0.256117021276596,16116,58384,0.276034530008221,0.478034251675354,0.521965748324646
"527","BA","Nordeste","RODELAS",516157,1911,270.097854526426,1480,6648,0.222623345367028,2919,12894,0.226384364820847,0.507022953066119,0.492977046933881
"528","BA","Nordeste","RUY BARBOSA",1349366,6488,207.978729963009,8641,28696,0.301122107610817,16807,55064,0.305226645358129,0.514131016838222,0.485868983161778
"529","BA","Nordeste","SALINAS DA MARGARIDA",604140,3339,180.934411500449,2560,12574,0.203594719261969,4672,23288,0.200618344211611,0.547945205479452,0.452054794520548
"530","BA","Nordeste","SALVADOR",26684354,173054,154.196690050504,253936,2044318,0.124215508546126,470626,3654872,0.128766752980679,0.539570699451369,0.460429300548631
"531","BA","Nordeste","SANTA BARBARA",1527854,6428,237.68730553827,8660,43170,0.200602270094973,16773,82044,0.20443908146848,0.516305967924641,0.483694032075359
"532","BA","Nordeste","SANTA BRIGIDA",564248,2536,222.495268138801,3052,11922,0.255997315886596,6964,24036,0.289732068563821,0.438253877082137,0.561746122917863
